98.355,116,-157,3
98.355,116,-49,3
98.355,116,-55,2
98.355,116,-37,3
98.355,116,-22,3
98.355,116,-400,3
98.355,116,-126,1
98.355,116,-47,4
98.355,116,-205,1
98.355,116,-79,5
98.36,567,-4,1
98.365,40,-8,3
98.37,-323,-4,4
98.37,-327,4,5
98.375,-1216,-4,1
98.36,568,-1,2
98.365,29,-11,2
98.365,9876,1,5
98.37,-343,16,4
98.375,-1220,5,1
98.36,578,10,3
98.37,-341,-2,1
98.365,47,18,1
98.375,-1201,-16,5
98.365,59,12,1
98.37,-349,8,4
98.375,-1179,-1,3
98.375,-1179,-5,2
98.375,-1179,-1,4
98.375,-1179,-1,4
98.375,-1179,-3,1
98.375,-1179,-2,3
98.375,-1179,-3,2
98.375,-1179,-1,1
98.375,-1179,-1,1
98.375,-1179,-4,3
98.36,615,-10,1
98.365,60,1,3
98.37,-334,-15,5
98.375,-1195,16,3
98.36,593,-1,5
98.36,593,-1,4
98.36,593,-1,3
98.36,593,-5,4
98.36,593,-6,3
98.36,593,-1,3
98.36,593,-1,1
98.36,593,-2,4
98.36,593,-3,1
98.36,593,-1,1
98.365,57,-3,4
98.375,-1198,3,5
98.355,116,5,5
98.365,52,-5,5
98.37,-344,10,1
98.355,111,-5,2
98.36,595,5,4
98.365,57,5,2
98.37,-349,5,3
98.37,-339,-10,2
98.36,617,10,4
98.37,-349,10,1
98.375,-1210,12,3
98.36,557,-5,5
98.36,557,-11,1
98.36,557,-4,4
98.36,557,-7,2
98.36,557,-8,1
98.36,557,-3,5
98.36,557,-5,4
98.36,557,-15,5
98.36,557,-1,3
98.36,557,-1,1
98.375,-1200,-10,5
98.345,108,10,1
98.345,108,1,4
98.345,108,10,1
98.345,108,2,2
98.345,108,9,3
98.345,108,1,1
98.345,108,2,1
98.345,108,3,5
98.345,108,5,3
98.345,108,4,1
98.37,-363,14,3
98.36,501,-10,1
98.365,40,-17,2
98.36,526,15,1
98.375,-1191,-11,5
98.37,-353,-10,3
98.355,111,-5,2
98.365,45,5,3
98.375,-1182,-4,1
98.365,48,3,5
98.37,-349,-4,5
98.365,60,12,4
98.37,-346,-3,2
98.375,-1185,3,5
98.355,106,-5,3
98.36,661,5,4
98.36,661,1,2
98.36,661,2,2
98.36,661,7,3
98.36,661,1,3
98.36,661,3,3
98.36,661,4,2
98.36,661,1,4
98.36,661,4,4
98.36,661,1,4
98.365,76,16,3
98.375,-1193,8,2
98.36,672,11,1
98.365,87,11,2
98.37,-371,2,1
98.37,-371,2,3
98.37,-371,7,5
98.37,-371,2,5
98.37,-371,3,4
98.37,-371,2,3
98.37,-371,1,5
98.37,-371,3,1
98.37,-371,2,3
98.37,-371,1,3
98.375,-1223,8,5
98.375,-1223,4,5
98.375,-1223,1,2
98.375,-1223,1,3
98.375,-1223,3,2
98.375,-1223,1,1
98.375,-1223,2,2
98.375,-1223,2,4
98.375,-1223,2,1
98.375,-1223,6,1
98.355,111,5,3
98.36,549,-18,5
98.36,549,-15,5
98.36,549,-2,3
98.36,549,-2,2
98.36,549,-16,2
98.36,549,-9,5
98.36,549,-14,2
98.36,549,-15,3
98.36,549,-8,5
98.36,549,-12,5
98.365,59,-1,1
98.365,59,-2,5
98.365,59,-1,2
98.365,59,-1,5
98.365,59,-2,1
98.365,59,-2,2
98.365,59,-4,5
98.365,59,-1,1
98.365,59,-6,4
98.365,59,-8,3
98.37,-382,11,2
98.355,1188,17,4
98.355,1188,16,1
98.355,1188,90,2
98.355,1188,208,3
98.355,1188,1,1
98.355,1188,116,4
98.355,1188,58,5
98.355,1188,6,3
98.355,1188,75,1
98.355,1188,490,5
98.365,57,-2,2
98.37,-399,17,4
98.355,1207,19,4
98.36,503,-2,2
98.36,503,-1,1
98.36,503,-1,1
98.36,503,-4,5
98.36,503,-1,4
98.36,503,-3,3
98.36,503,-3,5
98.36,503,-5,4
98.36,503,-1,4
98.36,503,-1,4
98.36,528,3,4
98.36,528,3,4
98.36,528,2,5
98.36,528,7,5
98.36,528,1,1
98.36,528,2,3
98.36,528,1,2
98.36,528,3,2
98.36,528,1,4
98.36,528,2,5
98.365,38,-11,1
98.365,49,-8,5
98.37,-387,3,4
98.37,-384,-15,2
98.375,-1255,1,5
98.375,-1255,1,1
98.375,-1255,2,1
98.375,-1255,1,1
98.375,-1255,2,4
98.375,-1255,9,3
98.375,-1255,3,2
98.375,-1255,1,1
98.375,-1255,1,1
98.375,-1255,7,1
98.375,-1227,4,5
98.37,-389,2,1
98.375,-1240,-15,4
98.355,1204,-3,3
98.37,-402,13,4
98.375,-1221,-19,5
98.36,491,-12,4
98.375,-1222,1,1
98.36,479,-12,2
98.365,28,-10,3
98.365,9876,1,1
98.365,9876,2,3
98.365,9876,3,2
98.365,9876,1,3
98.365,9876,3,5
98.365,9876,4,3
98.365,9876,1,1
98.365,9876,2,4
98.365,9876,1,3
98.365,9876,7,3
98.375,-1225,3,4
98.365,9876,3,5
98.355,1227,3,5
98.355,1227,1,5
98.355,1227,4,2
98.355,1227,1,1
98.355,1227,2,2
98.355,1227,2,2
98.355,1227,5,4
98.355,1227,2,3
98.355,1227,1,2
98.355,1227,2,5
98.36,436,-4,4
98.36,436,-1,4
98.36,436,-6,4
98.36,436,-6,3
98.36,436,-8,1
98.36,436,-1,4
98.36,436,-1,4
98.36,436,-8,2
98.36,436,-7,5
98.36,436,-1,4
98.375,-1250,1,5
98.375,-1250,2,5
98.375,-1250,2,5
98.375,-1250,1,4
98.375,-1250,1,2
98.375,-1250,5,5
98.375,-1250,2,4
98.375,-1250,1,1
98.375,-1250,7,4
98.375,-1250,3,2
98.36,450,14,3
98.375,-1237,-13,4
98.355,1237,10,5
