98.405,-1385,17,5
98.385,1996,-3,3
98.39,1322,1,4
98.4,-741,9,5
98.405,-1386,1,5
98.385,2021,2,1
98.385,2021,1,4
98.385,2021,4,2
98.385,2021,1,2
98.385,2021,2,3
98.385,2021,3,5
98.385,2021,1,3
98.385,2021,1,1
98.385,2021,4,1
98.385,2021,6,4
98.39,1262,-8,3
98.39,1262,-6,1
98.39,1262,-4,1
98.39,1262,-1,2
98.39,1262,-1,5
98.39,1262,-14,4
98.39,1262,-14,5
98.39,1262,-2,5
98.39,1262,-7,1
98.39,1262,-3,5
98.4,-743,2,5
98.405,-1400,14,5
98.385,2026,5,5
98.39,1257,-5,1
98.4,-709,-5,5
98.4,-709,-1,5
98.4,-709,-10,5
98.4,-709,-2,3
98.4,-709,-4,2
98.4,-709,-2,3
98.4,-709,-2,4
98.4,-709,-2,2
98.4,-709,-1,4
98.4,-709,-5,3
98.405,-1513,23,4
98.405,-1513,16,1
98.405,-1513,32,3
98.405,-1513,3,3
98.405,-1513,9,5
98.405,-1513,7,3
98.405,-1513,9,3
98.405,-1513,5,5
98.405,-1513,4,5
98.405,-1513,5,2
98.39,1242,-15,4
98.4,-749,2,1
98.4,-749,9,5
98.4,-749,2,5
98.4,-749,7,5
98.4,-749,1,3
98.4,-749,2,5
98.4,-749,10,5
98.4,-749,1,2
98.4,-749,3,5
98.4,-749,3,4
98.405,-1473,-1,2
98.405,-1473,-3,4
98.405,-1473,-2,1
98.405,-1473,-4,3
98.405,-1473,-3,5
98.405,-1473,-4,4
98.405,-1473,-3,5
98.405,-1473,-15,4
98.405,-1473,-4,1
98.405,-1473,-1,3
98.39,1227,-15,1
98.4,-739,-10,3
98.405,-1483,10,4
98.385,2027,1,2
98.39,1206,-8,5
98.39,1206,-4,1
98.39,1206,-1,1
98.39,1206,-2,1
98.39,1206,-1,3
98.39,1206,-1,3
98.39,1206,-1,5
98.39,1206,-1,4
98.39,1206,-1,4
98.39,1206,-1,4
98.405,-1458,-1,3
98.405,-1458,-2,3
98.405,-1458,-5,2
98.405,-1458,-3,2
98.405,-1458,-2,3
98.405,-1458,-6,3
98.405,-1458,-1,4
98.405,-1458,-1,2
98.405,-1458,-1,1
98.405,-1458,-3,4
98.385,2023,-4,1
98.405,-1499,5,4
98.405,-1499,2,2
98.405,-1499,9,3
98.405,-1499,1,1
98.405,-1499,5,3
98.405,-1499,7,2
98.405,-1499,8,5
98.405,-1499,1,3
98.405,-1499,2,4
98.405,-1499,1,2
98.39,1191,-15,1
98.405,-1514,15,2
98.385,1991,-3,1
98.385,1991,-10,4
98.385,1991,-1,2
98.385,1991,-2,2
98.385,1991,-3,4
98.385,1991,-2,5
98.385,1991,-1,2
98.385,1991,-5,5
98.385,1991,-2,2
98.385,1991,-3,2
98.39,1237,1,5
98.39,1237,1,5
98.39,1237,2,3
98.39,1237,20,4
98.39,1237,1,4
98.39,1237,6,2
98.39,1237,5,2
98.39,1237,1,4
98.39,1237,3,1
98.39,1237,6,3
98.405,-1519,5,3
98.385,1992,1,4
98.405,-1520,1,3
98.385,2009,17,1
98.39,1197,-5,2
98.39,1197,-3,2
98.39,1197,-2,5
98.39,1197,-5,3
98.39,1197,-4,4
98.39,1197,-4,3
98.39,1197,-8,5
98.39,1197,-6,1
98.39,1197,-2,1
98.39,1197,-1,3
98.405,-1553,2,3
98.405,-1553,1,2
98.405,-1553,2,5
98.405,-1553,11,3
98.405,-1553,2,2
98.405,-1553,3,4
98.405,-1553,6,2
98.405,-1553,1,4
98.405,-1553,4,4
98.405,-1553,1,3
98.39,1192,-5,3
98.405,-1548,-5,3
98.395,9876,7,1
98.395,150,-7,5
98.4,-732,-7,2
98.385,2004,-5,4
98.405,-1603,3,3
98.405,-1603,6,1
98.405,-1603,6,5
98.405,-1603,1,4
98.405,-1603,2,3
98.405,-1603,2,1
98.405,-1603,3,5
98.405,-1603,24,2
98.405,-1603,2,2
98.405,-1603,6,2
98.385,2008,4,4
98.405,-1599,-4,2
98.385,2054,9,2
98.385,2054,2,1
98.385,2054,11,2
98.385,2054,5,4
98.385,2054,1,1
98.385,2054,7,3
98.385,2054,1,5
98.385,2054,5,4
98.385,2054,2,1
98.385,2054,3,3
98.39,1147,-8,5
98.39,1147,-2,3
98.39,1147,-1,1
98.39,1147,-8,5
98.39,1147,-8,4
98.39,1147,-8,5
98.39,1147,-3,4
98.39,1147,-3,5
98.39,1147,-3,1
98.39,1147,-1,2
98.4,-786,4,5
98.4,-786,1,2
98.4,-786,9,5
98.4,-786,5,1
98.4,-786,7,1
98.4,-786,3,5
98.4,-786,6,4
98.4,-786,3,2
98.4,-786,2,1
98.4,-786,14,3
98.405,-1557,-9,4
98.405,-1557,-2,2
98.405,-1557,-1,1
98.405,-1557,-2,5
98.405,-1557,-1,3
98.405,-1557,-9,2
98.405,-1557,-4,2
98.405,-1557,-3,5
98.405,-1557,-5,1
98.405,-1557,-6,3
98.385,2066,12,1
98.39,1134,-13,5
98.4,-745,-2,5
98.4,-745,-4,5
98.4,-745,-1,4
98.4,-745,-1,4
98.4,-745,-4,5
98.4,-745,-1,5
98.4,-745,-2,1
98.4,-745,-13,3
98.4,-745,-9,1
98.4,-745,-4,3
98.405,-1572,15,4
98.385,2065,-1,3
98.4,-757,12,1
98.405,-1602,2,5
98.405,-1602,3,4
98.405,-1602,3,3
98.405,-1602,11,5
98.405,-1602,4,3
98.405,-1602,1,1
98.405,-1602,2,4
98.405,-1602,2,1
98.405,-1602,1,2
98.405,-1602,1,5
98.41,-434,-2,4
98.39,1130,-4,5
98.4,-772,15,4
98.405,-1587,-15,3
98.385,2054,-11,2
98.39,1126,-4,3
98.405,-1620,1,4
98.405,-1620,7,1
98.405,-1620,8,4
98.405,-1620,1,3
98.405,-1620,3,2
98.405,-1620,3,3
98.405,-1620,4,3
98.405,-1620,2,5
98.405,-1620,2,5
98.405,-1620,2,1
98.385,2053,-1,4
98.39,1111,-15,3
98.405,-1599,-1,2
98.405,-1599,-1,2
98.405,-1599,-3,4
98.405,-1599,-3,1
98.405,-1599,-5,3
98.405,-1599,-3,4
98.405,-1599,-2,2
98.405,-1599,-1,1
98.405,-1599,-1,1
98.405,-1599,-1,2
98.385,1956,-14,3
98.385,1956,-2,2
98.385,1956,-16,3
98.385,1956,-31,4
98.385,1956,-2,5
98.385,1956,-12,2
98.385,1956,-3,4
98.385,1956,-4,2
98.385,1956,-2,5
98.385,1956,-11,4
98.39,1209,3,3
98.39,1209,4,5
98.39,1209,15,1
98.39,1209,14,4
98.39,1209,2,2
98.39,1209,8,5
98.39,1209,4,4
98.39,1209,12,3
98.39,1209,19,4
98.39,1209,17,5
98.4,-787,15,4
98.405,-1584,-15,4
98.385,1942,-14,5
98.4,-798,11,4
98.405,-1565,-19,5
98.385,1966,2,2
98.385,1966,2,5
98.385,1966,2,3
98.385,1966,1,1
98.385,1966,6,5
98.385,1966,1,5
98.385,1966,1,3
98.385,1966,1,1
98.385,1966,1,4
98.385,1966,7,5
98.39,1142,-8,2
98.39,1142,-13,1
98.39,1142,-9,4
98.39,1142,-9,1
98.39,1142,-3,4
98.39,1142,-8,4
98.39,1142,-2,5
98.39,1142,-2,1
98.39,1142,-9,5
98.39,1142,-4,2
98.405,-1552,-13,2
98.385,1947,-19,2
98.39,1138,-4,4
98.4,-808,10,4
98.405,-1542,-10,2
98.39,1099,-1,5
98.39,1099,-1,3
98.39,1099,-1,2
98.39,1099,-1,3
98.39,1099,-14,4
98.39,1099,-7,2
98.39,1099,-8,4
98.39,1099,-3,4
98.39,1099,-1,4
98.39,1099,-2,3
98.405,-1537,-5,4
98.385,1953,6,4
98.39,1132,4,5
98.39,1132,6,3
98.39,1132,2,2
98.39,1132,1,5
98.39,1132,4,2
98.39,1132,4,4
98.39,1132,2,5
98.39,1132,3,4
98.39,1132,3,2
98.39,1132,4,5
98.405,-1546,9,5
98.395,9876,12,1
98.395,9876,10,1
98.395,9876,2,3
98.395,9876,8,3
98.395,9876,25,5
98.395,9876,5,3
98.395,9876,22,2
98.395,9876,8,1
98.395,9876,22,2
98.395,9876,36,5
98.385,2116,30,2
98.385,2116,14,4
98.385,2116,1,3
98.385,2116,33,1
98.385,2116,4,1
98.385,2116,27,2
98.385,2116,9,2
98.385,2116,4,1
98.385,2116,35,4
98.385,2116,6,3
98.39,866,-21,3
98.39,866,-4,3
98.39,866,-21,1
98.39,866,-42,5
98.39,866,-8,2
98.39,866,-12,3
98.39,866,-65,3
98.39,866,-88,5
98.39,866,-3,5
98.39,866,-2,2
98.395,-1,-1,5
98.395,-1,-3,3
98.395,-1,-1,1
98.395,-1,-5,3
98.395,-1,-6,3
98.395,-1,-2,1
98.395,-1,-1,5
98.395,-1,-5,5
98.395,-1,-4,4
98.395,-1,-2,5
98.4,-747,-3,5
98.4,-747,-12,5
98.4,-747,-5,3
98.4,-747,-2,2
98.4,-747,-3,4
98.4,-747,-5,5
98.4,-747,-3,2
98.4,-747,-5,4
98.4,-747,-11,5
98.4,-747,-12,3
98.405,-419,-88,5
98.405,-419,-198,3
98.405,-419,-114,3
98.405,-419,-51,1
98.405,-419,-57,5
98.405,-419,-123,1
98.405,-419,-69,4
98.405,-419,-140,5
98.405,-419,-176,1
98.405,-419,-111,3
98.385,2144,3,3
98.385,2144,2,4
98.385,2144,5,2
98.385,2144,2,5
98.385,2144,1,2
98.385,2144,1,3
98.385,2144,1,5
98.385,2144,7,4
98.385,2144,5,1
98.385,2144,1,5
98.39,862,-4,5
98.385,2132,-12,5
98.4,-765,18,1
98.395,-19,18,4
98.4,-747,-18,2
98.385,1962,-10,4
98.385,1962,-10,1
98.385,1962,-3,1
98.385,1962,-16,1
98.385,1962,-17,5
98.385,1962,-24,3
98.385,1962,-27,3
98.385,1962,-5,1
98.385,1962,-16,3
98.385,1962,-42,3
98.39,837,-6,4
98.39,837,-1,5
98.39,837,-1,4
98.39,837,-2,1
98.39,837,-3,3
98.39,837,-2,4
98.39,837,-1,2
98.39,837,-4,3
98.39,837,-1,4
98.39,837,-4,5
98.4,-750,3,1
98.385,1948,-14,1
98.4,-751,1,1
98.385,1893,-4,3
98.385,1893,-26,1
98.385,1893,-7,1
98.385,1893,-4,5
98.385,1893,-1,1
98.385,1893,-3,2
98.385,1893,-4,1
98.385,1893,-1,3
98.385,1893,-2,2
98.385,1893,-3,1
98.39,762,-1,5
98.39,762,-10,3
98.39,762,-8,1
98.39,762,-21,1
98.39,762,-2,5
98.39,762,-7,5
98.39,762,-4,5
98.39,762,-5,4
98.39,762,-2,2
98.39,762,-15,3
98.385,1892,-1,4
98.395,-32,13,3
98.41,-421,-13,1
98.4,-755,4,2
98.385,1897,5,2
98.39,749,-13,5
98.4,-782,1,4
98.4,-782,4,5
98.4,-782,1,5
98.4,-782,4,3
98.4,-782,2,1
98.4,-782,2,4
98.4,-782,4,1
98.4,-782,3,3
98.4,-782,3,3
98.4,-782,3,3
98.385,1869,-2,3
98.385,1869,-5,4
98.385,1869,-2,2
98.385,1869,-2,4
98.385,1869,-4,3
98.385,1869,-2,3
98.385,1869,-4,3
98.385,1869,-3,5
98.385,1869,-3,2
98.385,1869,-1,5
98.4,-747,-7,5
98.4,-747,-3,3
98.4,-747,-5,4
98.4,-747,-2,3
98.4,-747,-3,5
98.4,-747,-1,4
98.4,-747,-1,4
98.4,-747,-6,3
98.4,-747,-6,3
98.4,-747,-1,3
98.385,1858,-11,1
98.39,748,-1,3
98.4,-746,-1,1
98.385,1822,-1,4
98.385,1822,-1,3
98.385,1822,-1,1
98.385,1822,-3,3
98.385,1822,-2,2
98.385,1822,-13,2
98.385,1822,-5,1
98.385,1822,-5,4
98.385,1822,-2,2
98.385,1822,-3,2
98.39,724,-1,3
98.39,724,-1,1
98.39,724,-1,5
98.39,724,-2,3
98.39,724,-5,5
98.39,724,-3,4
98.39,724,-4,1
98.39,724,-5,3
98.39,724,-1,4
98.39,724,-1,2
98.395,-78,2,3
98.395,-78,6,5
98.395,-78,2,1
98.395,-78,2,5
98.395,-78,8,3
98.395,-78,7,5
98.395,-78,9,4
98.395,-78,2,5
98.395,-78,7,4
98.395,-78,1,2
98.4,-749,3,2
98.41,-406,-15,5
98.415,-105,-3,3
98.415,-105,-1,4
98.415,-105,-5,5
98.415,-105,-1,4
98.415,-105,-1,2
98.415,-105,-2,4
98.415,-105,-6,4
98.415,-105,-5,3
98.415,-105,-4,3
98.415,-105,-2,3
98.385,1824,2,2
98.39,634,-6,1
98.39,634,-10,5
98.39,634,-9,2
98.39,634,-3,2
98.39,634,-9,4
98.39,634,-22,4
98.39,634,-8,5
98.39,634,-2,1
98.39,634,-18,2
98.39,634,-3,3
98.4,-802,11,3
98.4,-802,15,1
98.4,-802,2,5
98.4,-802,1,3
98.4,-802,7,4
98.4,-802,9,2
98.4,-802,2,3
98.4,-802,3,5
98.4,-802,2,5
98.4,-802,1,1
98.385,1805,-19,2
98.39,622,-12,5
98.4,-801,-1,3
98.385,1804,-1,3
98.4,-804,3,3
98.385,1781,-2,3
98.385,1781,-2,2
98.385,1781,-2,1
98.385,1781,-2,4
98.385,1781,-2,2
98.385,1781,-1,4
98.385,1781,-2,5
98.385,1781,-2,1
98.385,1781,-3,4
98.385,1781,-5,5
98.39,618,-4,4
98.4,-860,6,4
98.4,-860,10,4
98.4,-860,2,4
98.4,-860,8,1
98.4,-860,4,1
98.4,-860,8,3
98.4,-860,1,3
98.4,-860,5,2
98.4,-860,11,2
98.4,-860,1,3
98.39,598,-20,3
98.415,-91,-14,1
98.385,1759,-1,5
98.385,1759,-3,4
98.385,1759,-3,3
98.385,1759,-4,2
98.385,1759,-2,5
98.385,1759,-3,5
98.385,1759,-1,5
98.385,1759,-1,3
98.385,1759,-2,1
98.385,1759,-2,1
98.39,579,-19,2
98.375,193,2,3
98.39,578,-1,4
98.395,-97,19,5
98.4,-901,5,5
98.4,-901,4,1
98.4,-901,2,5
98.4,-901,1,1
98.4,-901,4,4
98.4,-901,2,4
98.4,-901,7,4
98.4,-901,6,2
98.4,-901,5,5
98.4,-901,5,5
98.385,1758,-1,2
98.39,564,-15,1
98.39,579,1,1
98.4,-916,15,1
98.385,1743,-15,3
98.39,563,-1,4
98.4,-937,1,4
98.4,-937,1,1
98.4,-937,3,2
98.4,-937,1,1
98.4,-937,3,3
98.4,-937,3,4
98.4,-937,3,3
98.4,-937,1,4
98.4,-937,3,3
98.4,-937,2,2
98.385,1692,-1,1
98.385,1692,-9,5
98.385,1692,-1,3
98.385,1692,-1,5
98.385,1692,-7,4
98.385,1692,-4,4
98.385,1692,-18,2
98.385,1692,-1,3
98.385,1692,-1,2
98.385,1692,-8,5
98.39,559,-4,1
98.4,-935,-2,1
98.385,1683,-9,1
98.39,537,-1,5
98.39,537,-2,3
98.39,537,-2,3
98.39,537,-1,5
98.39,537,-2,5
98.39,537,-1,1
98.39,537,-1,2
98.39,537,-6,3
98.39,537,-1,1
98.39,537,-5,4
98.395,-124,1,2
98.395,-124,1,3
98.395,-124,2,2
98.395,-124,3,2
98.395,-124,4,3
98.395,-124,8,3
98.395,-124,1,1
98.395,-124,1,2
98.395,-124,5,1
98.395,-124,1,5
98.4,-907,-3,3
98.4,-907,-5,1
98.4,-907,-2,5
98.4,-907,-5,2
98.4,-907,-1,1
98.4,-907,-1,5
98.4,-907,-1,1
98.4,-907,-7,5
98.4,-907,-2,3
98.4,-907,-1,1
98.385,1661,-2,5
98.385,1661,-2,5
98.385,1661,-2,1
98.385,1661,-1,4
98.385,1661,-4,2
98.385,1661,-1,2
98.385,1661,-1,4
98.385,1661,-2,2
98.385,1661,-6,3
98.385,1661,-1,2
98.385,1656,-5,4
98.395,-125,1,3
98.4,-1025,5,1
98.4,-1025,7,3
98.4,-1025,46,3
98.4,-1025,5,1
98.4,-1025,9,2
98.4,-1025,38,3
98.4,-1025,1,3
98.4,-1025,2,3
98.4,-1025,4,4
98.4,-1025,1,1
98.385,1606,-7,2
98.385,1606,-2,3
98.385,1606,-5,3
98.385,1606,-9,2
98.385,1606,-9,5
98.385,1606,-5,3
98.385,1606,-2,2
98.385,1606,-1,4
98.385,1606,-5,1
98.385,1606,-5,2
98.39,527,-10,3
98.395,-132,7,1
98.4,-1036,11,1
98.41,-399,-7,2
98.385,1581,-3,3
98.385,1581,-2,3
98.385,1581,-1,5
98.385,1581,-2,3
98.385,1581,-2,4
98.385,1581,-1,5
98.385,1581,-3,3
98.385,1581,-9,4
98.385,1581,-1,3
98.385,1581,-1,4
